Rank,Title,Rating,Episodes,URL,Members_Votes,Type,Start Date,Finish Date,Premiered,R-Rating,Generes,Source,Studio
7196,Poputepipikku Kinen,6.29,,https://myanimelist.net/anime/38068/Poputepipikku_Kinen,"5,022 ",,Jun 2018 , Jun 2018,,Rating: PG - Children,Source: Original,Source: Original,Studios: Studio Gokumi
7197,Puchitto Gargantia,6.29,,https://myanimelist.net/anime/18413/Puchitto_Gargantia,"9,409 ",,Apr 2013 , Jul 2013,,Rating: PG-13 - Teens 13 or older,Source: Unknown,Source: Unknown,Studios: Sunrise
7198,Queen's Blade: Rebellion,6.29, (12 eps),https://myanimelist.net/anime/11859/Queens_Blade__Rebellion,"37,630 ",TV,Apr 2012 , Jun 2012,Premiered: Spring 2012,Rating: PG-13 - Teens 13 or older,Source: Original,Source: Original,Studios: Toei Animation
7199,Seiren,6.29, (12 eps),https://myanimelist.net/anime/33836/Seiren,"199,640 ",TV,Jan 2017 , Mar 2017,Premiered: Winter 2017,Rating: PG-13 - Teens 13 or older,Source: Original,Source: Original,Studios: Toei Animation
7200,Shin Megami Tensei Devil Children,6.29, (50 eps),https://myanimelist.net/anime/4067/Shin_Megami_Tensei_Devil_Children,"2,212 ",TV,Oct 2000 , Sep 2001,Premiered: Fall 2000,Rating: PG-13 - Teens 13 or older,Source: Original,Source: Original,Studios: Lerche
7201,Shiranpuri (Movie),6.29, (1 eps),https://myanimelist.net/anime/13175/Shiranpuri_Movie,"4,465 ",Movie,Mar 2012 , Mar 2012,,Rating: PG-13 - Teens 13 or older,Source: Original,Source: Original,Studios: Sunrise
7202,Shukufuku no Campanella,6.29, (12 eps),https://myanimelist.net/anime/6979/Shukufuku_no_Campanella,"29,480 ",TV,Jul 2010 , Sep 2010,Premiered: Summer 2010,Rating: PG-13 - Teens 13 or older,Source: Card game,Source: Card game,Studios: J.C.Staff
7203,Teiketsu Bolt,6.29,,https://myanimelist.net/anime/42526/Teiketsu_Bolt,217 ,,Jul 2020 , Jul 2020,,Rating: PG-13 - Teens 13 or older,Source: 4-koma manga,Source: 4-koma manga,Studios: Hal Film Maker
7204,Tenshi Kinryouku,6.29, (3 eps),https://myanimelist.net/anime/51/Tenshi_Kinryouku,"45,642 ",OVA,May 2000 , Aug 2000,,Rating: PG-13 - Teens 13 or older,Source: Light novel,Source: Light novel,Studios: Arvo Animation
7205,Tottoko Hamtarou OVA 4: Hamuchanzu no Mezase! Hamuhamu Kin Medal - Hashire! Hashire! Daisakusen,6.29, (1 eps),https://myanimelist.net/anime/8966/Tottoko_Hamtarou_OVA_4__Hamuchanzu_no_Mezase_Hamuhamu_Kin_Medal_-_Hashire_Hashire_Daisakusen,"1,341 ",OVA,Dec 2004 , Dec 2004,,Rating: R - 17+ (violence & profanity),Source: Original,Source: Original,Studios: Xebec
7206,Uchuu no Kishi Tekkaman Blade II,6.29, (6 eps),https://myanimelist.net/anime/1460/Uchuu_no_Kishi_Tekkaman_Blade_II,"3,798 ",OVA,Jul 1994 , Apr 1995,,Rating: PG-13 - Teens 13 or older,Source: Novel,Source: Novel,Studios: Bones
7207,We Two,6.29,,https://myanimelist.net/anime/42378/We_Two,233 ,,Apr 2019 , Apr 2019,,Rating: R - 17+ (violence & profanity),Source: 4-koma manga,Source: 4-koma manga,Studios: Kinema Citrus
7208,Wei Wo Du Shen,6.29,,https://myanimelist.net/anime/46821/Wei_Wo_Du_Shen,776 ,,Feb 2021 , Jul 2021,,Rating: PG-13 - Teens 13 or older,Source: Original,Source: Original,Studios: Satelight
7209,Yami Shibai 5,6.29, (13 eps),https://myanimelist.net/anime/35714/Yami_Shibai_5,"22,279 ",TV,Jul 2017 , Oct 2017,Premiered: Summer 2017,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: SANZIGEN
7210,Yoku Wakaru Mahouka!,6.29,,https://myanimelist.net/anime/23341/Yoku_Wakaru_Mahouka,"25,306 ",,Feb 2014 , Sep 2014,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,"Studios: None found, add some"
7211,Zettai Bouei Leviathan,6.29, (13 eps),https://myanimelist.net/anime/17681/Zettai_Bouei_Leviathan,"26,388 ",TV,Apr 2013 , Jul 2013,Premiered: Spring 2013,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: Diomedéa
7212,1001 Nights,6.29, (1 eps),https://myanimelist.net/anime/3914/1001_Nights,"11,624 ",Movie,Apr 1999 , Apr 1999,,Rating: PG-13 - Teens 13 or older,Source: Original,Source: Original,Studios: Studio PuYUKAI
7213,Ai no Senshi Rainbowman,6.29, (22 eps),https://myanimelist.net/anime/8285/Ai_no_Senshi_Rainbowman,989 ,TV,Oct 1982 , Mar 1983,Premiered: Fall 1982,Rating: R - 17+ (violence & profanity),Source: Light novel,Source: Light novel,Studios: SILVER LINK.
7214,Airy Me,6.29,,https://myanimelist.net/anime/21861/Airy_Me,"4,216 ",,Jul 2013 , Jul 2013,,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: Studio Hibari
7215,Aisubeki Mirai e,6.29,,https://myanimelist.net/anime/7659/Aisubeki_Mirai_e,"1,413 ",,Nov 2009 , Nov 2009,,Rating: R+ - Mild Nudity,Source: Original,Source: Original,Studios: Madhouse
7216,Avengers Confidential: Black Widow to Punisher,6.29, (1 eps),https://myanimelist.net/anime/25457/Avengers_Confidential__Black_Widow_to_Punisher,"4,992 ",Movie,Mar 2014 , Mar 2014,,Rating: G - All Ages,Source: Light novel,Source: Light novel,Studios: TROYCA
7217,Azur Lane,6.29, (12 eps),https://myanimelist.net/anime/38328/Azur_Lane,"135,893 ",TV,Oct 2019 , Mar 2020,Premiered: Fall 2019,Rating: R - 17+ (violence & profanity),Source: Light novel,Source: Light novel,Studios: SILVER LINK.
7218,Cardfight!! Vanguard: Zoku Koukousei-hen,6.29, (14 eps),https://myanimelist.net/anime/39244/Cardfight_Vanguard__Zoku_Koukousei-hen,"4,691 ",TV,May 2019 , Aug 2019,Premiered: Spring 2019,Rating: R - 17+ (violence & profanity),Source: Novel,Source: Novel,"Studios: Gallop, TMS Entertainment"
7219,Changjiang Qi Hao Ai Diqiu,6.29, (1 eps),https://myanimelist.net/anime/9558/Changjiang_Qi_Hao_Ai_Diqiu,406 ,Movie,Jul 2010 , Jul 2010,,Rating: PG-13 - Teens 13 or older,Source: Original,Source: Original,Studios: Gonzo
7220,Cowboy Bebop: Ein no Natsuyasumi,6.29,,https://myanimelist.net/anime/17205/Cowboy_Bebop__Ein_no_Natsuyasumi,"24,328 ",,Dec 2012 , Dec 2012,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Palm Studio
7221,Cyborg 009 VS Devilman,6.29, (3 eps),https://myanimelist.net/anime/31050/Cyborg_009_VS_Devilman,"12,527 ",OVA,Nov 2015 , Nov 2015,,Rating: PG-13 - Teens 13 or older,Source: Other,Source: Other,Studios: Telescreen
7222,Daishizen no Majuu: Bagi,6.29, (1 eps),https://myanimelist.net/anime/2312/Daishizen_no_Majuu__Bagi,"2,812 ",Movie,Aug 1984 , Aug 1984,,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: Group TAC
7223,Daitoshokan no Hitsujikai Picture Drama,6.29,,https://myanimelist.net/anime/29165/Daitoshokan_no_Hitsujikai_Picture_Drama,"7,216 ",,Dec 2014 , May 2015,,Rating: PG-13 - Teens 13 or older,Source: Other,Source: Other,"Studios: Studio Comet, KeyEast, REALTHING"
7224,Danball Senki Wars: All Star Battle,6.29,,https://myanimelist.net/anime/33957/Danball_Senki_Wars__All_Star_Battle,741 ,,Feb 2014 , Feb 2014,,Rating: PG-13 - Teens 13 or older,Source: Light novel,Source: Light novel,Studios: TNK
7225,Dr. Slump Movie 01: Arale-chan Hello! Fushigi Shima,6.29, (1 eps),https://myanimelist.net/anime/7666/Dr_Slump_Movie_01__Arale-chan_Hello_Fushigi_Shima,"1,910 ",Movie,Jul 1981 , Jul 1981,,Rating: G - All Ages,Source: Manga,Source: Manga,Studios: Encourage Films
7226,Duel Masters Cross,6.29, (100 eps),https://myanimelist.net/anime/10527/Duel_Masters_Cross,"2,027 ",TV,Apr 2008 , Mar 2010,Premiered: Spring 2008,Rating: PG-13 - Teens 13 or older,Source: Picture book,Source: Picture book,Studios: Fanworks
7227,Entaku no Kishi Monogatari: Moero Arthur,6.29, (30 eps),https://myanimelist.net/anime/4199/Entaku_no_Kishi_Monogatari__Moero_Arthur,"1,383 ",TV,Sep 1979 , Mar 1980,Premiered: Fall 1979,Rating: PG - Children,Source: Manga,Source: Manga,Studios: Trans Arts
7228,Fate/Grand Order: Moonlight/Lostroom,6.29,,https://myanimelist.net/anime/36915/Fate_Grand_Order__Moonlight_Lostroom,"46,176 ",,Dec 2017 , Dec 2017,,Rating: PG-13 - Teens 13 or older,Source: Light novel,Source: Light novel,Studios: Brain's Base
7229,Ganso Tensai Bakabon,6.29, (103 eps),https://myanimelist.net/anime/11268/Ganso_Tensai_Bakabon,921 ,TV,Oct 1975 , Sep 1977,Premiered: Fall 1975,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Shaft
7230,Genshi Shounen Ryuu,6.29, (22 eps),https://myanimelist.net/anime/1537/Genshi_Shounen_Ryuu,"1,893 ",TV,Oct 1971 , Mar 1972,Premiered: Fall 1971,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Kaname Productions
7231,Haiyoru! Nyaruani,6.29, (9 eps),https://myanimelist.net/anime/7596/Haiyoru_Nyaruani,"28,368 ",OVA,Mar 2010 , Mar 2010,,Rating: PG-13 - Teens 13 or older,Source: Game,Source: Game,Studios: Tatsunoko Production
7232,Hajimete no Gal,6.29, (10 eps),https://myanimelist.net/anime/34403/Hajimete_no_Gal,"427,108 ",TV,Jul 2017 , Sep 2017,Premiered: Summer 2017,Rating: G - All Ages,Source: Web manga,Source: Web manga,Studios: Zero-G
7233,Heibai Wushang,6.29,,https://myanimelist.net/anime/33562/Heibai_Wushang,"6,751 ",,Jul 2015 , Feb 2016,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Pierrot Plus
7234,Juusenshi Gulkeeva,6.29, (26 eps),https://myanimelist.net/anime/3099/Juusenshi_Gulkeeva,"1,836 ",TV,Apr 1995 , Sep 1995,Premiered: Spring 1995,Rating: R+ - Mild Nudity,Source: Game,Source: Game,Studios: Production I.G
7235,Kekkaishi (TV): Yoshimori no Omoi,6.29,,https://myanimelist.net/anime/39315/Kekkaishi_TV__Yoshimori_no_Omoi,613 ,,May 2007 , May 2007,,Rating: PG-13 - Teens 13 or older,Source: Light novel,Source: Light novel,Studios: J.C.Staff
7236,Kite Liberator,6.29, (1 eps),https://myanimelist.net/anime/3323/Kite_Liberator,"26,004 ",OVA,Mar 2008 , Mar 2008,,Rating: R - 17+ (violence & profanity),Source: Unknown,Source: Unknown,Studios: Xebec
7237,Kono Yo no Hate de Koi wo Utau Shoujo YU-NO Recap,6.29,,https://myanimelist.net/anime/40157/Kono_Yo_no_Hate_de_Koi_wo_Utau_Shoujo_YU-NO_Recap,"3,883 ",,Jul 2019 , Jul 2019,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Sunrise
7238,Mach GoGoGo (1997),6.29, (34 eps),https://myanimelist.net/anime/3571/Mach_GoGoGo_1997,"3,434 ",TV,Jan 1997 , Sep 1997,Premiered: Winter 1997,Rating: PG-13 - Teens 13 or older,Source: Light novel,Source: Light novel,Studios: Connect
7239,Macross F: Choujikuu Gekijou,6.29, (1 eps),https://myanimelist.net/anime/10361/Macross_F__Choujikuu_Gekijou,"3,123 ",OVA,Feb 2011 , Feb 2011,,Rating: PG - Children,Source: Game,Source: Game,Studios: OLM
7240,Meitantei Conan: Kodai Kyouryuu no Nazo ni Semare!,6.29, (1 eps),https://myanimelist.net/anime/33151/Meitantei_Conan__Kodai_Kyouryuu_no_Nazo_ni_Semare,991 ,OVA,Jun 2002 , Jun 2002,,Rating: G - All Ages,Source: Manga,Source: Manga,Studios: Studio Pierrot
7241,Anmitsu Hime,6.28, (51 eps),https://myanimelist.net/anime/6093/Anmitsu_Hime,972 ,TV,Oct 1986 , Sep 1987,Premiered: Fall 1986,Rating: PG-13 - Teens 13 or older,Source: Original,Source: Original,Studios: Studio Junio
7242,Arata naru Sekai: World's/Start/Load/End,6.28, (1 eps),https://myanimelist.net/anime/14373/Arata_naru_Sekai__Worlds_Start_Load_End,"19,306 ",OVA,Oct 2012 , Oct 2012,,Rating: PG-13 - Teens 13 or older,Source: Light novel,Source: Light novel,Studios: David Production
7243,B-Legend! Battle B-Daman,6.28, (52 eps),https://myanimelist.net/anime/2789/B-Legend_Battle_B-Daman,"12,105 ",TV,Jan 2004 , Dec 2004,Premiered: Winter 2004,Rating: PG-13 - Teens 13 or older,Source: Web manga,Source: Web manga,Studios: Doga Kobo
7244,Captain Tsubasa no Shouka Sakusen,6.28, (1 eps),https://myanimelist.net/anime/39226/Captain_Tsubasa_no_Shouka_Sakusen,574 ,OVA,,,,Rating: G - All Ages,Source: Game,Source: Game,Studios: A-1 Pictures
7245,Chiisana Kyojin Microman,6.28, (52 eps),https://myanimelist.net/anime/3114/Chiisana_Kyojin_Microman,970 ,TV,Jan 1999 , Dec 1999,Premiered: Winter 1999,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,"Studios: Enoki Films, Dai Nippon Printing"
7246,Code Geass: Soubou no Oz Picture Drama,6.28, (5 eps),https://myanimelist.net/anime/17277/Code_Geass__Soubou_no_Oz_Picture_Drama,"13,126 ",OVA,Jan 2013 , Jan 2013,,Rating: PG-13 - Teens 13 or older,Source: Light novel,Source: Light novel,Studios: J.C.Staff
7247,Cosmos Trailer,6.28,,https://myanimelist.net/anime/42317/Cosmos_Trailer,568 ,,Jun 2019 , Jun 2019,,Rating: PG-13 - Teens 13 or older,Source: Light novel,Source: Light novel,Studios: Madhouse
7248,Dance with Devils: Fortuna,6.28, (1 eps),https://myanimelist.net/anime/34830/Dance_with_Devils__Fortuna,"16,942 ",Movie,Nov 2017 , Nov 2017,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Gonzo
7249,Fate/Extra: Last Encore,6.28, (10 eps),https://myanimelist.net/anime/33047/Fate_Extra__Last_Encore,"189,860 ",TV,Jan 2018 , Apr 2018,Premiered: Winter 2018,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,"Studios: Silver, Arvo Animation"
7250,Fireball Special,6.28,,https://myanimelist.net/anime/10666/Fireball_Special,"2,345 ",,Aug 2009 , Aug 2009,,Rating: PG-13 - Teens 13 or older,Source: 4-koma manga,Source: 4-koma manga,Studios: Seven
7251,Getsumen To Heiki Mina,6.28, (11 eps),https://myanimelist.net/anime/1865/Getsumen_To_Heiki_Mina,"7,338 ",TV,Jan 2007 , Mar 2007,Premiered: Winter 2007,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: J.C.Staff
7252,Gokujou!! Mecha Mote Iinchou Second Collection,6.28, (51 eps),https://myanimelist.net/anime/8538/Gokujou_Mecha_Mote_Iinchou_Second_Collection,"2,545 ",TV,Apr 2010 , Apr 2011,Premiered: Spring 2010,Rating: PG-13 - Teens 13 or older,Source: Original,Source: Original,"Studios: Kyoto Animation, Animation Do"
7253,Greek Roman Sinhwa: Olympus Guardian,6.28, (39 eps),https://myanimelist.net/anime/16027/Greek_Roman_Sinhwa__Olympus_Guardian,983 ,TV,Dec 2002 , Jul 2003,Premiered: Winter 2003,Rating: PG-13 - Teens 13 or older,Source: Original,Source: Original,Studios: Sunrise
7254,Happy Seven: The TV Manga,6.28, (13 eps),https://myanimelist.net/anime/1193/Happy_Seven__The_TV_Manga,"4,896 ",TV,Oct 2005 , Dec 2005,Premiered: Fall 2005,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,"Studios: Doga Kobo, Orange"
7255,Juusenki L-Gaim III: Full Metal Soldier,6.28, (1 eps),https://myanimelist.net/anime/2601/Juusenki_L-Gaim_III__Full_Metal_Soldier,"1,047 ",OVA,Mar 1987 , Mar 1987,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Eiken
7256,Kinnikuman (Movie),6.28, (1 eps),https://myanimelist.net/anime/3273/Kinnikuman_Movie,"1,166 ",Movie,Jul 1984 , Jul 1984,,Rating: PG - Children,Source: Manga,Source: Manga,Studios: Doga Kobo
7257,Koi Tsubomi,6.28,,https://myanimelist.net/anime/7295/Koi_Tsubomi,"1,843 ",,Feb 2006 , Feb 2006,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: asread.
7258,Konbini Kareshi,6.28, (12 eps),https://myanimelist.net/anime/35434/Konbini_Kareshi,"83,373 ",TV,Jul 2017 , Sep 2017,Premiered: Summer 2017,Rating: PG-13 - Teens 13 or older,Source: Web manga,Source: Web manga,Studios: Satelight
7259,Koukyoushihen Eureka Seven Hi-Evolution 1,6.28, (1 eps),https://myanimelist.net/anime/35134/Koukyoushihen_Eureka_Seven_Hi-Evolution_1,"15,886 ",Movie,Sep 2017 , Sep 2017,,Rating: G - All Ages,Source: Manga,Source: Manga,Studios: David Production
7260,Kyoukai Senki,6.28, (13 eps),https://myanimelist.net/anime/48466/Kyoukai_Senki,"19,989 ",TV,Oct 2021 , Dec 2021,Premiered: Fall 2021,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: Studio Deen
7261,Macross 25th Anniversary: All That VF Macross F Version,6.28,,https://myanimelist.net/anime/5165/Macross_25th_Anniversary__All_That_VF_Macross_F_Version,"3,270 ",,Aug 2008 , Aug 2008,,Rating: R - 17+ (violence & profanity),Source: Novel,Source: Novel,Studios: Nippon Animation
7262,Megane no Mahou,6.28,,https://myanimelist.net/anime/38456/Megane_no_Mahou,414 ,,Sep 2018 , Sep 2018,,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: Studio Pierrot
7263,Meng Ta: Xue Mi Cheng,6.28,,https://myanimelist.net/anime/38688/Meng_Ta__Xue_Mi_Cheng,628 ,,Jun 2018 , Aug 2018,,Rating: PG-13 - Teens 13 or older,Source: Visual novel,Source: Visual novel,Studios: Production I.G
7264,Metronome,6.28,,https://myanimelist.net/anime/33369/Metronome,517 ,,Oct 2015 , Oct 2015,,Rating: PG-13 - Teens 13 or older,Source: Light novel,Source: Light novel,Studios: Studio Deen
7265,Mini Hama: Minimum Hamatora,6.28, (8 eps),https://myanimelist.net/anime/30291/Mini_Hama__Minimum_Hamatora,"4,302 ",TV,Nov 2015 , Dec 2015,Premiered: Fall 2015,Rating: PG-13 - Teens 13 or older,Source: Novel,Source: Novel,Studios: Nippon Animation
7266,Nanako SOS,6.28, (39 eps),https://myanimelist.net/anime/3619/Nanako_SOS,"1,624 ",TV,Apr 1983 , Dec 1983,Premiered: Spring 1983,Rating: PG-13 - Teens 13 or older,Source: Novel,Source: Novel,Studios: Bee Train
7267,Ningen Kousaten,6.28, (13 eps),https://myanimelist.net/anime/1083/Ningen_Kousaten,"3,409 ",TV,Apr 2003 , Jun 2003,Premiered: Spring 2003,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: J.C.Staff
7268,Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!! Special,6.28,,https://myanimelist.net/anime/10219/Oniichan_no_Koto_nanka_Zenzen_Suki_ja_Nai_n_da_kara_ne_Special,"14,152 ",,Jul 2011 , Jul 2011,,Rating: PG - Children,Source: Original,Source: Original,Studios: Gonzo
7269,Osomatsu-san Movie: Gekijou Koukai Kinen - Original Tanpen Gekijou,6.28,,https://myanimelist.net/anime/39339/Osomatsu-san_Movie__Gekijou_Koukai_Kinen_-_Original_Tanpen_Gekijou,"1,093 ",,Mar 2019 , Mar 2019,,Rating: PG-13 - Teens 13 or older,Source: Original,Source: Original,Studios: David Production
7270,Ozanari Dungeon: Kaze no Tou,6.28, (3 eps),https://myanimelist.net/anime/3065/Ozanari_Dungeon__Kaze_no_Tou,"1,657 ",OVA,Sep 1991 , Dec 1991,,Rating: R - 17+ (violence & profanity),Source: Original,Source: Original,Studios: Sunrise
7271,Pinocchio yori Piccolino no Bouken,6.28, (52 eps),https://myanimelist.net/anime/2567/Pinocchio_yori_Piccolino_no_Bouken,"1,753 ",TV,Apr 1976 , May 1977,Premiered: Spring 1976,Rating: PG-13 - Teens 13 or older,Source: Game,Source: Game,Studios: ufotable
7272,Pokemon XY: New Year Special,6.28,,https://myanimelist.net/anime/21703/Pokemon_XY__New_Year_Special,"4,935 ",,Dec 2013 , Dec 2013,,Rating: PG-13 - Teens 13 or older,Source: Unknown,Source: Unknown,Studios: Palm Studio
7273,Pokemon: Pikachu no Natsumatsuri,6.28,,https://myanimelist.net/anime/5845/Pokemon__Pikachu_no_Natsumatsuri,"6,642 ",,Aug 2004 , Aug 2004,,Rating: G - All Ages,Source: Manga,Source: Manga,Studios: AIC
7274,Rinne no Lagrange Season 2 Specials,6.28,,https://myanimelist.net/anime/18639/Rinne_no_Lagrange_Season_2_Specials,"2,969 ",,Sep 2012 , Feb 2013,,Rating: PG-13 - Teens 13 or older,Source: Original,Source: Original,Studios: Sunrise
7275,Robot Girls Z Plus,6.28,,https://myanimelist.net/anime/29035/Robot_Girls_Z_Plus,"6,435 ",,May 2015 , Oct 2015,,Rating: R - 17+ (violence & profanity),Source: Light novel,Source: Light novel,Studios: AIC Build
7276,Shounen Sunday CM Gekijou: InuYasha-hen,6.28,,https://myanimelist.net/anime/31133/Shounen_Sunday_CM_Gekijou__InuYasha-hen,"4,650 ",,Nov 1996 , 2000,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Madhouse
7277,Strike Witches OVA,6.28, (1 eps),https://myanimelist.net/anime/1862/Strike_Witches_OVA,"24,743 ",OVA,Jan 2007 , Jan 2007,,Rating: R+ - Mild Nudity,Source: Other,Source: Other,Studios: Tatsunoko Production
7278,Tatakau Mono-tachi e Ai wo Komete,6.28,,https://myanimelist.net/anime/39185/Tatakau_Mono-tachi_e_Ai_wo_Komete,291 ,,Jul 2018 , Jul 2018,,Rating: PG-13 - Teens 13 or older,Source: Original,Source: Original,Studios: Toei Animation
7279,Toshi wo Totta Wani,6.28, (1 eps),https://myanimelist.net/anime/4475/Toshi_wo_Totta_Wani,"2,806 ",Movie,Mar 2005 , Mar 2005,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Madhouse
7280,Toushi Gordian,6.28, (73 eps),https://myanimelist.net/anime/5022/Toushi_Gordian,847 ,TV,Oct 1979 , Feb 1981,Premiered: Fall 1979,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: David Production
7281,Under the Dog,6.28, (1 eps),https://myanimelist.net/anime/27387/Under_the_Dog,"49,642 ",OVA,Aug 2016 , Aug 2016,,Rating: G - All Ages,Source: Light novel,Source: Light novel,Studios: Project No.9
7282,Xian Feng Jian Yu Lu,6.28,,https://myanimelist.net/anime/42291/Xian_Feng_Jian_Yu_Lu,982 ,,Jul 2020 , Mar 2021,,Rating: PG-13 - Teens 13 or older,Source: Original,Source: Original,Studios: Bones
7283,Xinghe Zhizun,6.28,,https://myanimelist.net/anime/49170/Xinghe_Zhizun,561 ,,Jun 2021 , Oct 2021,,Rating: PG-13 - Teens 13 or older,Source: Original,Source: Original,Studios: Bones
7284,Yakyuukyou no Uta,6.28, (25 eps),https://myanimelist.net/anime/10554/Yakyuukyou_no_Uta,"1,024 ",TV,Dec 1977 , Mar 1979,Premiered: Winter 1978,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: Doga Kobo
7285,Yuyushiki: Nyanyashiki,6.28,,https://myanimelist.net/anime/19029/Yuyushiki__Nyanyashiki,"11,862 ",,May 2013 , Oct 2013,,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: SILVER LINK.
7286,Monster Strike the Movie: Sora no Kanata,6.27, (1 eps),https://myanimelist.net/anime/38021/Monster_Strike_the_Movie__Sora_no_Kanata,"2,767 ",Movie,Oct 2018 , Oct 2018,,Rating: PG-13 - Teens 13 or older,Source: Game,Source: Game,"Studios: P.A. Works, Studio 3Hz"
7287,Moom,6.27, (1 eps),https://myanimelist.net/anime/25541/Moom,372 ,Movie,Mar 2016 , Mar 2016,,Rating: PG-13 - Teens 13 or older,Source: Visual novel,Source: Visual novel,Studios: AIC
7288,Neko Hiki no Oruorane,6.27, (1 eps),https://myanimelist.net/anime/5925/Neko_Hiki_no_Oruorane,"1,505 ",OVA,Nov 1992 , Nov 1992,,Rating: G - All Ages,Source: Manga,Source: Manga,Studios: AIC ASTA
7289,Neko Neko Nihonshi,6.27, (32 eps),https://myanimelist.net/anime/32572/Neko_Neko_Nihonshi,"2,519 ",TV,Apr 2016 , Feb 2017,Premiered: Spring 2016,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: Xebec
7290,Nozomi Witches,6.27, (3 eps),https://myanimelist.net/anime/2052/Nozomi_Witches,"1,554 ",OVA,Aug 1992 , Mar 1993,,Rating: G - All Ages,Source: Manga,Source: Manga,Studios: Tsuchida Productions
7291,Oira Uchuu no Tankoufu,6.27, (2 eps),https://myanimelist.net/anime/1867/Oira_Uchuu_no_Tankoufu,"1,669 ",OVA,Nov 1994 , Jan 1995,,Rating: PG - Children,Source: 4-koma manga,Source: 4-koma manga,Studios: Seven
7292,Ore-sama Kingdom,6.27, (14 eps),https://myanimelist.net/anime/9943/Ore-sama_Kingdom,"3,163 ",OVA,Feb 2011 , May 2013,,Rating: G - All Ages,Source: Light novel,Source: Light novel,Studios: Karaku
7293,Pokemon Best Wishes! Season 2: Decolora Adventure,6.27, (20 eps),https://myanimelist.net/anime/17873/Pokemon_Best_Wishes_Season_2__Decolora_Adventure,"35,795 ",TV,Apr 2013 , Sep 2013,Premiered: Spring 2013,Rating: R - 17+ (violence & profanity),Source: Light novel,Source: Light novel,Studios: Doga Kobo
7294,Pokemon Masters: Trainers Great Gathering Special Animation,6.27,,https://myanimelist.net/anime/40143/Pokemon_Masters__Trainers_Great_Gathering_Special_Animation,"1,741 ",,Jun 2019 , Jun 2019,,Rating: G - All Ages,Source: Light novel,Source: Light novel,Studios: SILVER LINK.
7295,Pokemon: Pikachu Tanken Club,6.27,,https://myanimelist.net/anime/7550/Pokemon__Pikachu_Tanken_Club,"6,224 ",,Aug 2007 , Aug 2007,,Rating: R - 17+ (violence & profanity),Source: Manga,Source: Manga,Studios: Shin-Ei Animation
7296,Qin Shi Ming Yue Zhi: Luosheng Tangxia,6.27,,https://myanimelist.net/anime/29937/Qin_Shi_Ming_Yue_Zhi__Luosheng_Tangxia,540 ,,Aug 2014 , Aug 2014,,Rating: R+ - Mild Nudity,Source: Light novel,Source: Light novel,Studios: Madhouse
7297,Re:I Am,6.27,,https://myanimelist.net/anime/42380/Re_I_Am,471 ,,Mar 2013 , Mar 2013,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: J.C.Staff
7298,Saiyuuki,6.27, (1 eps),https://myanimelist.net/anime/4481/Saiyuuki,"2,618 ",Movie,Aug 1960 , Aug 1960,,Rating: G - All Ages,Source: Manga,Source: Manga,Studios: Seven Arcs Pictures
7299,Sangokushi (1985),6.27,,https://myanimelist.net/anime/8677/Sangokushi_1985,822 ,,Mar 1985 , Mar 1985,,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Gonzo
7300,Sekkou Boys,6.27, (12 eps),https://myanimelist.net/anime/31540/Sekkou_Boys,"48,887 ",TV,Jan 2016 , Mar 2016,Premiered: Winter 2016,Rating: PG-13 - Teens 13 or older,Source: Manga,Source: Manga,Studios: Studio Gokumi
