Rank,Title,Score,Episodes,Members_Votes,Type,Premiered,Rating,Source,Studio,Top
8551,Shinya! Tensai Bakabon,6.01,100,3048,2,2018,2,8,80,0
8554,Tobira wo Akete (1995),6.01,1,3717,1,1995,0,9,283,0
8555,Utsunomiko: Heaven Chapter,6.01,100,883,1,1990,4,5,139,0
8558,Alice SOS,6.01,100,1649,2,1998,2,0,169,0
8559,Ange Vierge,6.01,100,49940,2,2016,2,9,373,0
8560,Bean Bandit,6.01,1,3708,1,2021,2,9,323,0
8563,Caligula (TV),6.01,100,70826,2,2018,0,10,252,0
8564,Chiisana Teien,6.01,1,420,0,2014,0,5,324,0
8565,Corpse Party: Missing Footage,6.01,1,126944,1,2012,2,5,258,0
8567,Document Taiyou no Kiba Dagram,6.01,1,770,0,1983,0,0,132,0
8570,Great Mazinger tai Getter Robo G: Kuuchuu Daigekitotsu,6.01,1,1662,0,1975,2,5,285,0
8573,Hatsukoi Monster: Mou Chotto dake Tsuzukunja,6.01,1,7132,1,2017,0,8,194,0
8574,Hello Kitty: Ringo no Mori to Parallel Town,6.01,100,503,2,2007,3,5,307,0
8575,Heybot!,6.01,100,2013,2,2016,1,9,70,0
8578,Kaitou Tenshi Twin Angel,6.01,100,5577,1,2008,2,5,199,0
8579,Komaneko no Christmas: Maigo ni Natta Present,6.01,1,435,0,2009,4,5,6,0
8580,Kumi to Tulip,6.01,1,1780,0,2015,0,7,80,0
8583,Asatir: Mirai no Mukashi Banashi,6.0,100,3257,2,2020,1,4,199,0
8584,Bada-ui Jeonseol Jangbogo,6.0,100,782,2,2002,2,0,372,0
8585,Bakumatsu Rock: Mystery! Onsen Kaijiken ze yo!!,6.0,1,2192,1,2014,2,5,237,0
8593,Gegege no Kitarou (1985 Movie),6.0,1,895,0,1985,2,4,74,0
8594,Gegege no Kitarou: Youkai Tokkyuu! Maboroshi no Kisha,6.0,1,812,0,1997,0,6,169,0
8596,Haguregumo,6.0,1,1770,0,1982,2,5,365,0
8597,Hakushon Daimaou 2020,6.0,100,729,2,2020,0,13,340,0
8598,Hello Kitty no Nemureru Mori no Bijo,6.0,1,516,1,2001,0,5,65,0
8599,High School! Kimengumi (Movie),6.0,1,720,0,1986,2,9,241,0
8600,Isuca,6.0,100,132773,2,2015,4,5,313,0
8601,Kamigami no Ki,6.0,100,813,2,2016,2,4,378,0
8604,Lesson XX,6.0,1,8404,1,1995,4,2,340,0
8605,Machine Robo: Butchigiri Battle Hackers,6.0,100,621,2,1987,0,9,12,0
8608,Midori-ko,6.0,1,3312,0,2011,0,5,290,0
8611,Mouse,6.0,100,18235,2,2003,4,5,369,0
8612,Nanami-chan 3rd Series,6.0,100,509,2,2006,3,4,106,0
8613,Osomatsu-san: Haru no Zenkoku Dai Senbatsu Jouei-sai - Sentou Quiz 2,6.0,1,1335,0,2017,2,5,258,0
8614,Saint Beast: Seijuu Kourin-hen,6.0,100,8457,2,2003,2,4,185,0
8616,Shenmue: The Movie,6.0,1,1422,0,2001,2,9,340,0
8618,Street Fighter II: Yomigaeru Fujiwara-Kyou - Toki wo Kaketa Fighter-tachi,6.0,1,1695,1,1995,2,5,11,0
8622,True Love Story,6.0,100,4530,1,2003,2,10,252,0
8624,Watt Poe to Bokura no Ohanashi,6.0,1,616,1,1988,2,5,185,0
8625,Yagami-kun no Katei no Jijou,6.0,100,1521,1,1990,2,9,313,0
8626,Youkai Watch Movie 6: Youkai Gakuen Y - Neko wa Hero ni Nareru ka,6.0,1,804,0,2019,0,8,238,0
8629,Najica Dengeki Sakusen,5.99,100,13592,2,2001,2,3,204,0
8631,Nine: Original-ban,5.99,1,756,0,1983,2,13,307,0
8632,Ninja Hattori-kun Plus Perman: Ninja Kaijuu Jippou tai Miracle Tamago,5.99,1,501,0,1985,2,5,199,0
8634,Osomatsu-san VR,5.99,1,1329,0,2018,2,5,67,0
8635,Shisha no Sho,5.99,1,1380,0,2005,3,5,294,0
8637,Strange+,5.99,100,29818,2,2014,2,4,280,0
8639,Yonimo Osoroshii Grimm Douwa,5.99,100,1227,1,2000,2,5,271,0
8640,Barbapapa Sekai wo Mawaru,5.99,100,1040,2,1999,2,4,132,0
8641,Bonobono,5.99,1,481,0,1993,0,9,73,0
8642,Choukadou Girl ⅙,5.99,100,15040,2,2019,2,5,119,0
8643,Colorful,5.99,100,23275,2,1999,1,3,107,0
8644,Dr. Slump Movie 11: Dr. Mashirito & Abale-chan,5.99,1,1234,0,2007,1,2,313,0
8645,Fukuyama Gekijou: Natsu no Himitsu,5.99,1,408,1,1990,2,5,112,0
8649,Happy World!,5.99,100,5824,1,2002,1,5,283,0
8650,Hey! Bumboo,5.99,500,1203,2,1985,1,9,340,0
8651,Himitsu no Akko-chan (Movie),5.99,1,628,0,1989,2,5,340,0
8653,Kimagure Robot,5.99,100,2213,2,2004,2,5,1,0
8654,King's Raid: Ishi wo Tsugumono-tachi,5.99,100,55275,2,2020,2,5,199,0
8656,Kouryuu Densetsu Villgust,5.99,100,1882,1,1993,2,5,289,0
8658,Mahou no Star Magical Emi: Semishigure,5.99,1,776,1,1986,2,4,170,0
8659,Mahou Sensou,5.99,100,226198,2,2014,2,3,103,0
8661,Makyou Densetsu Acrobunch,5.99,100,1048,2,1982,2,8,80,0
8663,Bakuen Campus Guardress,5.98,100,2951,1,1994,2,9,258,0
8664,Bannou Yasai Ninninman,5.98,1,5008,0,2011,2,5,15,0
8665,Bernard-jou Iwaku.,5.98,100,20438,2,2016,2,3,307,0
8666,Birth,5.98,1,5563,1,1984,2,9,199,0
8667,Bobby ni Kubittake,5.98,1,3405,0,1985,2,5,199,0
8670,Circlet Princess,5.98,100,15591,2,2019,2,3,11,0
8671,Doujouji,5.98,1,1622,0,1976,2,5,1,0
8674,First Squad: The Moment of Truth,5.98,1,37683,0,2009,2,9,66,0
8676,Future War 198X-nen,5.98,1,1922,0,1982,2,4,280,0
8679,Green Green OVA,5.98,1,26411,1,2002,4,10,201,0
8680,Grimms Notes The Animation,5.98,100,38822,2,2019,0,9,314,0
8681,H. P. Lovecraft's The Dunwich Horror and Other Stories,5.98,1,3068,1,2007,2,13,201,0
8682,Hello Kitty: Mahou no Mori no Ohimesama,5.98,1,463,0,1991,0,5,201,0
8684,Ippatsu Kanta-kun,5.98,100,626,2,1977,2,10,194,0
8685,Jiu Se Lu,5.98,1,1275,0,1981,2,5,199,0
8686,Juusou Kikou Dancougar Nova,5.98,100,5193,2,2007,1,14,82,0
8688,Legend of Crystania,5.98,100,4720,1,1996,2,5,340,0
8692,Natsu e no Tobira,5.98,1,5182,0,1981,1,5,313,0
8694,Oh! Super Milk-chan,5.98,100,4865,2,2000,2,13,283,0
8695,Ongaku Shoujo (TV),5.98,100,14300,2,2018,2,13,199,0
8696,Perman: Birdman ga Yatte Kita!!,5.98,1,429,0,1983,2,3,299,0
8698,Rainbow Sentai Robin,5.98,100,683,2,1966,2,14,164,0
8699,Regalia: The Three Sacred Stars,5.98,100,27395,2,2016,2,5,13,0
8700,Riki-Oh: Toukatsu Jigoku,5.98,1,3274,1,1989,2,5,86,0
8701,Samurai Gun,5.98,100,8424,2,2004,1,9,245,0
8704,Tanken Driland: 1000-nen no Mahou,5.98,100,1206,2,2013,0,4,194,0
8707,Uchuu Majin Daikengou,5.98,100,899,2,1978,2,9,132,0
8708,Ultra Nyan 2: The Great Happy Operation,5.98,1,510,0,1998,1,10,299,0
8710,Vampiyan Kids,5.98,100,883,2,2001,2,3,201,0
8713,Yuki,5.98,1,1229,0,1981,2,13,119,0
8715,Zou no Senaka: Tabidatsu Hi,5.98,100,477,1,2007,4,9,153,0
8718,Nurse Witch Komugi-chan R,5.97,100,11492,2,2016,0,5,373,0
8720,Seihou Tenshi Angel Links,5.97,100,8087,2,1999,2,9,156,0
8721,Sengoku Majin Goushougun (Movie),5.97,1,629,0,1982,2,4,360,0
8724,Soliton no Akuma,5.97,1,871,0,1997,2,9,323,0
8727,The Borgman: Last Battle,5.97,1,902,1,1989,2,13,327,0
8729,Wave!!: Surfing Yappe!!,5.97,100,18116,0,2020,2,3,201,0
8730,What's Michael? 2,5.97,1,522,1,1988,4,4,70,0
8731,Yamatarou Kaeru,5.97,1,887,1,1986,4,5,183,0
8733,Zero Duel Masters,5.97,100,2305,2,2007,2,5,313,0
8734,A.D. Police (TV),5.97,100,10277,2,1999,0,9,278,0
8736,Ark,5.97,1,1129,0,2005,2,14,185,0
8739,Cestvs: The Roman Fighter,5.97,100,17313,2,2021,3,5,210,0
8740,Chivas 1-2-3,5.97,100,3302,1,1999,2,3,164,0
8741,Colorful Ninja Iromaki,5.97,1,1233,0,2016,2,0,313,0
8742,Fate/Zero Cafe,5.97,100,19453,0,2013,1,0,46,0
8743,Flowering Heart 2,5.97,100,1393,2,2017,1,5,158,0
8744,Googuri Googuri,5.97,1,216,0,2010,2,4,378,0
8745,Hello Kitty no Kieta Santa-san no Boushi,5.97,1,349,1,1992,2,9,45,0
8746,Hero Bank,5.97,100,2705,2,2014,1,14,199,0
8747,Holy Knight,5.97,100,39560,1,2012,0,5,341,0
8748,Honoo no Alpenrose,5.97,100,691,1,1986,2,8,283,0
8750,Hoshi no Ko Chobin,5.97,100,582,2,1974,2,3,283,0
8756,Kashou no Tsuki: Aki Kyougen,5.97,100,4799,1,1998,2,9,237,0
8757,Kerokko Demetan,5.97,100,1093,2,1973,4,5,352,0
8761,Mangchi,5.97,1,1048,0,2004,2,13,188,0
8763,21 Emon Uchuu ike! Hadashi no Princess,5.96,1,595,0,1992,0,10,199,0
8764,Akuemon,5.96,1,1206,1,1993,2,9,299,0
8769,"Chiisana Obake: Acchi, Kocchi, Socchi",5.96,100,1663,2,1991,3,2,360,0
8770,Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe,5.96,100,11771,2,2014,2,3,244,0
8772,Dallos,5.96,100,7002,1,1983,2,2,333,0
8773,Fairy Ranmaru: Anata no Kokoro Otasuke Shimasu,5.96,100,17388,2,2021,2,4,260,0
8775,Grick no Bouken,5.96,1,489,0,1981,2,5,28,0
8776,Haou Daikei Ryuu Knight: Adeu Legend Final,5.96,1,750,1,1996,1,9,185,0
8780,Heisei Tensai Bakabon,5.96,100,615,2,1990,2,9,201,0
8781,Hello Kitty no Mahou no Ringo,5.96,1,354,1,1992,4,2,122,0
8782,I''s,5.96,100,9271,1,2002,0,12,83,0
8783,Indie Anibox: Selma Danbaekjil Coffee,5.96,1,3101,0,2008,3,9,352,0
8787,Mobile Suit SD Gundam Mk IV,5.96,100,2944,1,1990,4,5,370,0
8788,Nanami-chan,5.96,100,1217,2,2004,3,13,261,0
8790,Sengoku Kitan Youtouden,5.96,100,2082,1,1987,2,10,371,0
8791,Shima Shima Tora no Shimajirou,5.96,1000,668,2,1993,1,9,73,0
8793,Sore Ike! Anpanman: Anpanman to Yukai na Nakama-tachi,5.96,1,339,0,1992,4,5,73,0
8794,Suki Desu Suzuki-kun!!,5.96,100,5026,1,2009,0,4,169,0
8796,Taiko no Tatsujin,5.96,100,890,2,2005,4,9,313,0
8798,Tetsuwan Atom: Ao Kishi no Kan,5.96,1,784,0,1999,2,2,370,0
8800,Yoiko no Rekishi Anime: Ookina Kabu (Kabu),5.96,1,573,0,2016,2,9,47,0
8801,Nandaka Velonica,5.95,100,1150,2,2014,2,9,118,0
8805,Osomatsu-kun: Suika no Hoshi kara Konnichiwa zansu!,5.95,1,727,0,1989,2,5,79,0
8807,Ryuusei Sentai Musumet,5.95,100,2556,2,2004,4,9,199,0
8809,Suzy's Zoo: Daisuki! Witzy,5.95,100,591,2,2011,2,9,342,0
8810,Tao Hua Yuan Ji,5.95,1,356,0,2006,3,9,178,0
8811,Teito Monogatari,5.95,100,8437,1,1991,2,5,112,0
8812,Tenchi Muyou! Ryououki: Heianmuyo! Picture Drama,5.95,1,785,1,1993,0,9,199,0
8813,The Choujo,5.95,1,3453,1,1986,1,5,226,0
8814,Time Bokan 2000: Kaitou Kiramekiman,5.95,100,804,2,2000,2,4,340,0
8815,Ttori wa Zeta Robot,5.95,1,561,0,1985,2,5,339,0
8817,VitaminX Addiction,5.95,100,2042,1,2011,2,4,371,0
8819,Wind: A Breath of Heart (TV),5.95,100,10670,2,2004,2,2,103,0
8820,Yami Shibai 7,5.95,100,16256,2,2019,2,9,84,0
8821,"""Eiyuu"" Kaitai",5.95,1,4214,1,2016,2,4,359,0
8822,Adachi-ga Hara,5.95,1,1376,0,1991,2,5,289,0
8825,Ba La La Xiao Mo Xian: Caihong Xin Shi,5.95,100,1268,2,2011,2,3,237,0
8826,Chain Chronicle: Short Animation,5.95,100,9840,1,2014,2,9,95,0
8827,Cyborg 009: Kaijuu Sensou,5.95,1,1771,0,1967,0,3,340,0
8828,Dorei-ku The Animation,5.95,100,55989,2,2018,3,1,342,0
8829,Duel Masters Zero,5.95,100,1661,2,2007,1,5,112,0
8830,Fushigi Dagashiya: Zenitendou,5.95,100,1113,2,2020,2,5,185,0
8832,Haou Daikei Ryuu Knight: Adeu Legend II,5.95,100,784,1,1995,2,0,237,0
8834,Hello Kitty no Fushigi no Kuni no Alice,5.95,1,682,1,1993,0,5,299,0
8840,Kimi wa Kanata,5.95,1,39465,0,2020,2,9,374,0
8841,Kinnikuman: Haresugata! Seigi Choujin,5.95,1,666,0,1985,4,14,156,0
8843,Kosuke-sama Rikimaru-sama: Konpeitou no Ryuu,5.95,1,1051,1,1988,3,6,199,0
8844,Kouchuu Ouja Mushiking Super Battle Movie: Yami no Kaizou Kouchuu,5.95,1,503,0,2007,3,1,112,0
8845,"Little Polar Bear: Shirokuma-kun, Fune ni Noru",5.95,1,509,1,1991,4,5,199,0
8846,Lunn wa Kaze no Naka,5.95,1,1135,1,1985,0,5,27,0
8847,Lupin III: Ikiteita Majutsushi,5.95,1,5074,1,2002,2,5,107,0
8848,Amanatsu,5.94,1,2252,0,2010,2,5,64,0
8849,Attack No.1: Namida no Fushichou,5.94,1,722,0,1971,2,5,262,0
8850,Bouken Korobokkuru,5.94,100,457,2,1973,2,9,283,0
8851,Chogattai Majutsu Robot Ginguiser,5.94,100,913,2,1977,2,5,323,0
8852,Choujin Locke: Shinsekai Sentai,5.94,100,1123,1,1991,2,14,307,0
8855,DD Hokuto no Ken 2 Ichigo Aji+,5.94,100,3234,2,2015,4,1,32,0
8856,Detatoko Princess,5.94,100,3153,1,1997,4,9,258,0
8858,"Dorami-chan: Wow, The Kid Gang of Bandits",5.94,1,382,0,1991,0,4,259,0
8859,Dragon Quest Retsuden: Roto no Monshou,5.94,1,1523,0,1996,2,3,188,0
8861,Gall Force: The Revolution,5.94,100,1578,1,1996,2,3,181,0
8862,Gensou Jotan Ellcia,5.94,100,2117,1,1992,2,2,370,0
8864,Go for 2020,5.94,1,450,0,2016,2,9,7,0
8865,Gorillaman,5.94,100,667,1,1992,1,5,188,0
8866,Gu-Gu Ganmo,5.94,100,793,2,1984,2,5,323,0
8867,Haitai Nanafa,5.94,100,9881,2,2012,3,5,334,0
8868,Haitai Nanafa 2nd Season,5.94,100,3550,2,2013,4,10,199,0
8869,Hello Kitty no Hakuchou no Ouji,5.94,1,466,1,2001,2,9,40,0
8870,Hello Kitty no Shirayuki-hime,5.94,1,577,1,1993,2,11,199,0
8871,Hello Kitty no Shirayuki-hime (2001),5.94,1,466,1,2001,0,9,45,0
8872,Hello Kitty no Yappari Mama ga Suki,5.94,1,354,1,1992,0,0,201,0
8873,Huoli Shaonian Wang 3,5.94,100,283,2,2010,0,9,80,0
8875,Kaitou Tenshi Twin Angel: Kyun Kyun☆Tokimeki Paradise!! OVA,5.94,100,1315,1,2014,2,4,340,0
8878,Kero Kero Keroppi no Robin Hood,5.94,1,362,1,1994,2,4,289,0
8879,King of Prism: Shiny Seven Stars I - Prologue x Yukinojou x Taiga,5.94,1,2122,0,2019,0,3,194,0
8880,Konohana no Sakuya Mori,5.94,1,561,0,2014,2,2,280,0
8884,Mitsu x Mitsu Drops,5.94,100,24157,1,2006,1,9,242,0
8886,Samurai Girl Real Bout High School,5.94,100,9364,2,2001,2,9,199,0
8887,Saru Getchu: On Air 2nd,5.94,100,542,2,2006,2,9,53,0
8889,Shounen Sarutobi Sasuke,5.94,1,1530,0,1959,4,13,340,0
8894,Time Bokan: Gyakushuu no San Akunin,5.94,100,1659,2,2017,2,5,283,0
8895,Tomica Kizuna Gattai: Earth Granner,5.94,100,1148,2,2020,2,5,81,0
8896,Ultra B,5.94,500,1089,2,1987,0,11,194,0
8898,World Fool News (TV),5.94,100,1995,2,2014,3,3,245,0
8899,Xiongmao Monogatari TaoTao,5.94,1,362,0,1981,1,5,332,0
8902,Metal Skin Panic MADOX-01,5.93,1,5372,1,1987,3,13,283,0
8905,Sekishoku Elegy,5.93,1,986,1,2007,2,5,355,0
8906,Sengoku Kitan Youtouden Movie,5.93,1,4708,0,1989,2,14,201,0
8907,Shan T Lao Fu Zi,5.93,1,313,0,1983,1,10,17,0
8908,Twin Angel Break,5.93,100,11935,2,2017,2,10,194,0
8909,UFO Senshi Dai Apolon,5.93,100,893,2,1976,2,9,201,0
8910,Ultraman: Chou Toushi Gekiden - Suisei Senjin Tsuifon Toujou,5.93,1,575,1,1996,0,9,366,0
8911,Watanuki-san Chi no,5.93,100,2027,2,2019,2,5,307,0
8913,Yoroiden Samurai Troopers Message,5.93,100,2090,1,1991,2,9,128,0
8914,Zakuro Yashiki,5.93,1,914,1,2006,3,9,179,0
8915,AIKa R-16: Virgin Mission,5.93,100,21334,1,2007,2,13,307,0
8917,Angel Cop,5.93,100,15334,1,1989,0,13,199,0
8918,Assassins Pride,5.93,100,279471,2,2019,2,5,82,0
8919,Buddha Saitan,5.93,1,6262,0,2009,3,3,340,0
8923,Donyatsu,5.93,100,4466,0,2013,2,9,248,0
8925,Duel Masters!,5.93,100,1101,2,2018,0,4,363,0
8926,Fantasista Stella,5.93,100,1374,1,2014,2,5,191,0
8927,Girlfriend (Kari),5.93,100,39766,2,2014,4,5,82,0
8933,Love Live! Sunshine!! Photo Session,5.93,100,1890,0,2019,1,5,299,0
8934,Mahou Shoujo Nante Mou Ii Desukara.,5.93,100,23825,2,2016,1,10,299,0
8935,Mahoutsukai Chappy,5.93,100,639,2,1972,3,5,280,0
8936,Malice@Doll,5.93,100,4549,1,2001,2,5,313,0
8938,Ai no Wakakusa Yama Monogatari,5.92,100,1061,2,1999,4,5,283,0
8939,AIKa,5.92,100,29470,1,1997,0,13,252,0
8941,Baku Tech! Bakugan,5.92,100,3960,2,2012,0,5,107,0
8942,Bamboo Bears,5.92,100,684,2,1997,2,9,111,0
8946,Choujuu Kishin Dancougar: Hakunetsu no Shuushou,5.92,100,1032,1,1989,2,9,334,0
8947,Eiyuu Gaiden Mozaicka,5.92,100,1290,1,1991,2,5,1,0
8949,Goulart Knights: Evoked the Beginning White,5.92,1,2898,1,2011,2,9,28,0
8951,Hello Kitty no Match Uri Shoujo,5.92,1,422,1,2001,2,9,0,0
8952,Hello Kitty no Nagagutsu wo Naita Neko,5.92,1,357,1,2001,2,5,262,0
8953,Himegoto,5.92,100,108549,2,2014,2,4,111,0
8954,Itsudatte My Santa!,5.92,100,12628,1,2005,2,9,311,0
8955,Kabatotto,5.92,500,602,2,1971,2,13,299,0
8957,Kantoku Fuyuki Todoki,5.92,100,6432,2,2014,1,5,143,0
8958,Kesshouban: Eigakan e Iku,5.92,1,4740,0,2020,2,10,340,0
8959,Lime-iro Senkitan,5.92,100,9686,2,2003,0,5,283,0
8960,Marie & Gali ver. 2.0,5.92,100,936,2,2010,1,4,283,0
8961,Mianhada Saranghanda,5.92,1,1726,0,2008,0,5,199,0
8964,Rakugo Tennyo Oyui,5.92,100,1993,2,2006,1,4,119,0
8966,The Samurai,5.92,1,2074,1,1987,3,5,369,0
8971,Yuuki Yuuna wa Yuusha de Aru Churutto!,5.92,100,5892,2,2021,2,9,7,0
8972,Minna Atsumare! Falcom Gakuen,5.91,100,5034,2,2014,0,5,93,0
8973,Pikaia!,5.91,100,1133,2,2015,2,4,283,0
8975,Shadow Skill: Kurudaryuu Kousatsuhou no Himitsu,5.91,1,2031,1,2004,2,8,283,0
8977,Soul Eater NOT!,5.91,100,184968,2,2014,2,9,199,0
8978,The Adventures of Hello Kitty & Friends,5.91,100,672,2,2008,2,9,109,0
8983,Yume Oukoku to Nemureru 100-nin no Ouji-sama,5.91,100,16477,2,2018,2,9,106,0
8984,0-sen Hayato,5.91,100,735,2,1964,2,5,1,0
8985,Aki-Sora,5.91,1,106590,1,2009,2,2,16,0
8986,Bio Hunter,5.91,1,11700,1,1995,2,3,198,0
8988,Da Shi Jie,5.91,1,697,0,2018,0,5,124,0
8989,Divergence Eve,5.91,100,11336,2,2003,2,5,360,0
8991,Duel Masters Movie 2: Lunatic God Saga,5.91,1,970,0,2009,0,10,363,0
8992,Duel Masters Victory V3,5.91,100,982,2,2013,4,9,340,0
8993,Eikyuu Kazoku,5.91,1,8987,0,1997,1,5,36,0
8997,Hello Kitty to Issho,5.91,100,536,1,1994,2,5,360,0
8998,Highschool Aurabuster: Hikari no Mezame,5.91,100,658,1,1999,1,14,40,0
8999,Jack to Mame no Ki (OVA),5.91,1,1157,1,1989,2,5,201,0
9000,Jiok,5.91,1,835,0,2006,2,9,288,0
9001,Junk Boy,5.91,1,7233,1,1987,3,9,45,0
9002,Kikou Kai Galient OVA,5.91,100,868,1,1986,2,0,323,0
9003,Licca-chan to Yamaneko Hoshi no Tabi,5.91,1,502,1,1997,2,6,323,0
9005,Match Uri no Shoujo,5.91,1,647,0,1971,2,9,374,0
9008,Ane Log: Moyako Neesan no Honpen wo Tobidashite Tomaranai Monologue,5.9,100,11369,1,2014,2,9,317,0
9009,Bai Niao,5.9,1,442,0,2017,3,5,366,0
9015,Glass no Chikyuu wo Sukue Unico Special,5.9,1,433,0,2000,0,9,156,0
9016,Glass no Kamen Desu ga to Z,5.9,100,756,2,2013,3,9,169,0
9017,Hello Kitty: Ringo no Mori no Fantasy,5.9,100,697,2,2006,1,9,68,0
9020,Kero Kero Keroppi no Christmas Eve no Okurimono,5.9,1,369,1,1992,2,3,132,0
9021,Lily C.A.T.,5.9,1,6686,1,1987,3,9,19,0
9024,Mujaki no Rakuen,5.9,100,23131,1,2014,2,5,307,0
9027,Otome Nadeshiko Koi Techou,5.9,1,4819,1,2012,0,9,69,0
9029,Sennin Buraku,5.9,100,795,2,1963,2,8,340,0
9030,Shin Onimusha: Dawn of Dreams the Story,5.9,1,1079,1,2006,0,4,1,0
9031,Shounen Ashibe: Go! Go! Goma-chan 2,5.9,100,952,2,2017,4,5,323,0
9032,Shounen Ashibe: Go! Go! Goma-chan 4,5.9,100,563,2,2019,1,13,344,0
9034,Toshi Densetsu Monogatari Hikiko,5.9,1,4975,1,2008,3,8,323,0
9035,Val x Love,5.9,100,79193,2,2019,3,5,317,0
9038,Mobile Suit SD Gundam Festival,5.89,1,1778,0,1993,1,5,1,0
9039,My Melody no Akazukin,5.89,1,436,0,1989,2,9,271,0
9042,Petit☆Dream Stars! Let's La Cooking? Showtime!,5.89,1,655,0,2017,2,5,89,0
9043,Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,5.89,1,2608,0,2002,2,4,199,0
9047,Time Bokan 24,5.89,100,4422,2,2016,1,5,201,0
9049,Yoshimune,5.89,100,679,2,2006,1,5,199,0
9050,Zoids Wild Zero,5.89,100,3163,2,2019,1,5,156,0
9051,AIKa Zero,5.89,100,16702,1,2009,2,5,241,0
9052,Akai Kiba: Blue Sonnet,5.89,100,2160,1,1989,0,13,323,0
9053,An Ling Yu Shi Di Qi,5.89,100,797,2,2017,0,10,57,0
9054,Asobou! Hello Kitty,5.89,100,1206,2,1994,2,9,307,0
9055,Boruto: Naruto Next Generations,5.89,100,701844,2,2017,2,9,19,0
9056,Cello Hiki no Gauche (OVA),5.89,1,424,1,1998,2,9,201,0
9057,Crazy for It,5.89,1,2049,0,2012,2,4,225,0
9058,Duel Masters Movie 3: Honoo no Kizuna XX,5.89,1,817,0,2010,2,13,340,0
9060,Esper Mami: Hoshizora no Dancing Doll,5.89,1,529,0,1988,2,4,307,0
9061,Futari Daka,5.89,100,823,2,1984,0,5,230,0
9062,Gakkou no Yuurei,5.89,100,964,1,1995,0,9,199,0
9063,Garo: Guren no Tsuki,5.89,100,28397,2,2015,2,5,202,0
9065,Ghost Messenger Movie,5.89,1,894,0,2014,2,5,201,0
9066,Gon 2nd Season,5.89,100,503,2,2015,1,5,237,0
9068,Hello Kitty no Ou-sama no Mimi wa Roba no Mimi,5.89,1,350,1,2001,0,3,194,0
9069,Hiroshima e no Tabi,5.89,1,416,1,1994,2,5,307,0
9072,Ishida to Asakura,5.89,100,13373,2,2013,2,5,340,0
9073,Kaitouranma The Animation,5.89,100,2212,1,1999,4,5,283,0
9076,Larva,5.89,100,1561,2,2011,2,6,12,0
9077,Lei Su Deng Shandian Chong Xian 2,5.89,100,346,2,2010,2,13,271,0
9078,Licca-chan no Nichiyoubi,5.89,1,698,1,1992,2,9,199,0
9079,Mahoutsukai Sally (Movie),5.89,1,673,0,1990,2,9,199,0
9081,Avenger,5.88,100,16403,2,2003,2,9,307,0
9083,Cardfight!! Vanguard: overDress,5.88,100,10649,2,2021,2,11,343,0
9085,Chibikko Remi to Meiken Kapi,5.88,1,837,0,1970,3,9,340,0
9089,Early Reins,5.88,1,3184,1,2003,2,10,188,0
9090,Hajime Ningen Gyatoruz,5.88,100,630,2,1974,4,9,125,0
9091,Heavy,5.88,1,631,0,1990,2,1,165,0
9092,Hello Kitty no Yuki no Joou,5.88,1,428,1,2001,1,9,132,0
9094,Kagami no Genon,5.88,1,2494,0,2004,2,3,214,0
9097,Kobutori (1929),5.88,1,2886,0,1929,0,5,340,0
9100,Melty Lancer,5.88,100,1952,1,1999,4,9,201,0
9101,Memories Off,5.88,100,6029,1,2001,2,9,115,0
9102,Mezame no Hakobune,5.88,1,3073,1,2005,1,9,125,0
9104,Parol no Miraijima,5.88,1,2617,0,2014,2,4,301,0
9105,Porong Porong Pororo,5.88,100,672,2,2003,0,5,237,0
9107,Rokushin Gattai GodMars: Juunana-sai no Densetsu,5.88,1,815,1,1988,2,9,18,0
9110,TV Yarou Nanaana: Kaibutsu Kraken wo Oe!,5.88,100,1064,2,2020,2,3,150,0
9111,Ultraman Kids no Kotowaza Monogatari,5.88,100,637,2,1986,0,5,340,0
9113,Mobile Suit SD Gundam Mk III,5.87,100,2999,1,1990,2,13,30,0
9114,Monkey Magic,5.87,100,731,2,1998,2,10,344,0
9115,Muteking the Dancing Hero,5.87,100,4646,2,2021,2,9,313,0
9117,Outlanders,5.87,1,6686,1,1986,2,13,310,0
9118,Piace: Watashi no Italian,5.87,100,14858,2,2017,4,9,237,0
9119,Rio: Rainbow Gate!,5.87,100,36594,2,2011,1,3,299,0
9121,Sengoku Choujuu Giga: Kou,5.87,100,5828,2,2016,2,3,343,0
9122,Sengoku Choujuu Giga: Otsu,5.87,100,2735,2,2017,1,9,79,0
9124,T.P. Sakura: Time Paladin Sakura,5.87,100,4154,1,2011,0,5,87,0
9125,Ultraviolet: Code 044,5.87,100,6186,2,2008,1,5,64,0
9126,"Umi no Yami, Tsuki no Kage",5.87,100,1566,1,1989,3,5,340,0
9129,Yuusha Shirei Dagwon: Suishou no Hitomi no Shounen,5.87,100,722,1,1997,2,10,142,0
9131,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari,5.87,100,55973,2,2016,3,10,360,0
9132,Atagoal wa Neko no Mori,5.87,1,714,0,2006,2,5,320,0
9133,Blade Runner: Black Lotus,5.87,100,17204,2,2021,2,10,199,0
9134,Chou Kousoku Galvion,5.87,100,1312,2,1984,2,4,199,0
9136,Duel Masters Victory V,5.87,100,948,2,2012,2,9,323,0
