Rank,Title,Score,Episodes,Members_Votes,Type,Premiered,Rating,Source,Studio,Top
1490,Candy Candy,7.54,500,25723,2,1976,2,5,340,0
1491,D-Frag!,7.54,100,349354,2,2014,2,5,340,0
1492,Denpa-teki na Kanojo,7.54,100,137224,1,2009,2,5,340,0
1493,Drifters (OVA),7.54,100,67790,1,2017,2,5,340,0
1495,Fairy Tail: Final Series,7.54,100,406582,2,2018,2,5,340,0
1496,Fugou Keiji: Balance:Unlimited,7.54,100,325882,2,2020,2,5,340,0
1497,Fullmetal Alchemist: The Conqueror of Shamballa,7.54,1,301087,0,2005,2,5,340,0
1498,Hataraku Saibou Black (TV),7.54,100,181743,2,2021,2,5,340,0
1499,Hayate no Gotoku!,7.54,100,207342,2,2007,2,5,340,0
1500,Hello World,7.54,1,175084,0,2019,2,5,340,0
1501,Heroic Age,7.54,100,102014,2,2007,2,5,340,0
1504,Ike! Ina-chuu Takkyuubu,7.54,100,15255,2,1995,2,5,340,0
1505,InuYasha Movie 4: Guren no Houraijima,7.54,1,83077,0,2004,2,5,340,0
1506,Kaitou Saint Tail,7.54,100,17321,2,1995,2,5,340,0
1507,Kimagure Orange☆Road,7.54,100,39240,2,1987,2,5,340,0
1508,Konjiki no Gash Bell!!,7.54,500,109066,2,2003,2,5,340,0
1509,Ojiisan no Lamp,7.54,1,18707,0,2011,2,5,340,0
1510,Perrine Monogatari,7.54,100,4840,2,1978,2,5,340,0
1511,R.O.D: The TV,7.54,100,64132,2,2003,2,5,340,0
1513,Slam Dunk: Zenkoku Seiha Da! - Sakuragi Hanamichi,7.54,1,14125,0,1994,2,5,340,0
1514,So Ra No Wo To,7.54,100,146406,2,2010,2,5,340,0
1517,To LOVE-Ru Darkness 2nd OVA,7.54,100,74034,1,2016,2,5,340,0
1519,Metropolis,7.53,1,88590,0,2001,2,5,340,0
1520,Mieruko-chan,7.53,100,290183,2,2021,2,5,340,0
1522,Nanatsu no Taizai OVA,7.53,100,167097,1,2015,2,5,340,0
1523,Princess Principal: Crown Handler Movie 1,7.53,1,33882,0,2021,2,5,340,0
1524,Sengoku Basara Ni,7.53,100,64377,2,2010,2,5,340,0
1525,Shakugan no Shana III (Final),7.53,100,219192,2,2011,2,5,340,0
1526,Shion no Ou,7.53,100,29657,2,2007,2,5,340,0
1527,Shoubushi Densetsu Tetsuya,7.53,100,8208,2,2000,2,5,340,0
1528,Taiho Shichau zo (TV),7.53,100,25847,2,1996,2,5,340,0
1529,The Big O,7.53,100,82543,2,1999,2,5,340,0
1531,Toriko,7.53,500,112314,2,2011,2,5,340,0
1532,Tsubasa Chronicle,7.53,100,208926,2,2005,2,5,340,0
1534,"Yondemasu yo, Azazel-san. (TV)",7.53,100,69697,2,2011,2,5,340,0
1535,Aikatsu Stars!,7.53,100,16612,2,2016,2,5,340,0
1536,Amaama to Inazuma,7.53,100,266397,2,2016,2,5,340,0
1537,Ao no Exorcist,7.53,100,1658391,2,2011,2,5,340,0
1538,Asobi Asobase OVA,7.53,1,39361,1,2018,2,5,340,0
1539,Da Yu Hai Tang (Movie),7.53,1,36087,0,2016,2,5,340,0
1540,"Donten ni Warau Gaiden: Shukumei, Soutou no Fuuma",7.53,1,10024,0,2018,2,5,340,0
1541,Fairy Tail Movie 2: Dragon Cry,7.53,1,158215,0,2017,2,5,340,0
1542,Fantastic Children,7.53,100,29618,2,2004,2,5,340,0
1543,Fate/kaleid liner Prisma☆Illya 3rei!!,7.53,100,107832,2,2016,2,5,340,0
1544,Final Fantasy VII: Advent Children - Venice Film Festival Footage,7.53,1,10892,0,2005,2,5,340,0
1545,Fushigi no Umi no Nadia,7.53,100,55617,2,1990,2,5,340,0
1546,Golgo 13 (TV),7.53,100,37261,2,2008,2,5,340,0
1547,Haikyuu!!: Tokushuu! Haru-kou Volley ni Kaketa Seishun,7.53,1,29678,1,2017,2,5,340,0
1548,Hibike! Euphonium Movie 1: Kitauji Koukou Suisougaku-bu e Youkoso,7.53,1,24604,0,2016,2,5,340,0
1550,Irozuku Sekai no Ashita kara,7.53,100,275154,2,2018,2,5,340,0
1551,Kindaichi Shounen no Jikenbo Returns,7.53,100,16384,2,2014,2,5,340,0
1552,Kiniro Mosaic: Pretty Days,7.53,1,21859,0,2016,2,5,340,0
1554,Macross Zero,7.53,100,35364,1,2002,2,5,340,0
1555,Mahou Shoujo Lyrical Nanoha: Detonation,7.53,1,7375,0,2018,2,5,340,0
1558,Casshern Sins,7.52,100,145189,2,2008,2,5,340,0
1560,Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai,7.52,1,6503,0,2007,2,5,340,0
1562,Elfen Lied,7.52,100,1329765,2,2004,2,5,340,0
1563,Flying Witch,7.52,100,234723,2,2016,2,5,340,0
1564,Girls & Panzer,7.52,100,257209,2,2012,2,5,340,0
1566,Kakuriyo no Yadomeshi,7.52,100,128485,2,2018,2,5,340,0
1567,Kappa no Coo to Natsuyasumi,7.52,1,14716,0,2007,2,5,340,0
1568,Konohana Kitan,7.52,100,128858,2,2017,2,5,340,0
1569,Kore wa Zombie Desu ka? of the Dead,7.52,100,349153,2,2012,2,5,340,0
1570,Koutetsujou no Kabaneri Movie 1: Tsudou Hikari,7.52,1,39331,0,2016,2,5,340,0
1571,Koutetsujou no Kabaneri Movie 2: Moeru Inochi,7.52,1,38757,0,2017,2,5,340,0
1572,Magic Knight Rayearth II,7.52,100,29039,2,1995,2,5,340,0
1574,Pretty Rhythm: Rainbow Live,7.52,100,11298,2,2013,2,5,340,0
1576,Shiroi Suna no Aquatope,7.52,100,131036,2,2021,2,5,340,0
1577,Special A,7.52,100,330969,2,2008,2,5,340,0
1579,Towa no Quon 5: Souzetsu no Raifuku,7.52,1,32273,0,2011,2,5,340,0
1580,UFO Robo Grendizer,7.52,100,9759,2,1975,2,5,340,0
1583,Zombieland Saga,7.52,100,410783,2,2018,2,5,340,0
1584,Oban Star-Racers,7.51,100,45610,2,2006,2,5,340,0
1586,Persona 4 the Animation,7.51,100,239949,2,2011,2,5,340,0
1587,Ranma ½: Akumu! Shunmin Kou,7.51,1,12312,1,2008,2,5,340,0
1588,Saenai Heroine no Sodatekata,7.51,100,549481,2,2015,2,5,340,0
1589,Sarazanmai,7.51,100,114103,2,2019,2,5,340,0
1590,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,7.51,100,471126,2,2019,2,5,340,0
1591,Sora no Aosa wo Shiru Hito yo,7.51,1,82336,0,2019,2,5,340,0
1592,Tennis no Ouji-sama: Another Story II - Ano Toki no Bokura,7.51,100,9724,1,2011,2,5,340,0
1594,Totsukuni no Shoujo,7.51,1,31553,1,2019,2,5,340,0
1595,Wakaokami wa Shougakusei! Movie,7.51,1,14193,0,2018,2,5,340,0
1597,Area 88,7.51,100,15218,1,1985,2,5,340,0
1598,Arslan Senki (TV): Fuujin Ranbu,7.51,100,127049,2,2016,2,5,340,0
1600,Detective Conan Magic File 2: Kudou Shinichi - The Case of the Mysterious Wall and the Black Lab,7.51,1,12019,1,2008,2,5,340,0
1601,Golden Kamuy 2nd Season OVA,7.51,100,17169,1,2019,2,5,340,0
1602,Grisaia no Kajitsu,7.51,100,527037,2,2014,2,5,340,0
1604,Hello!! Kiniro Mosaic,7.51,100,71783,2,2015,2,5,340,0
1608,Kamisama no Memochou,7.51,100,220855,2,2011,2,5,340,0
1609,KanColle Movie,7.51,1,36177,0,2016,2,5,340,0
1610,Karakai Jouzu no Takagi-san: Water Slide,7.51,1,70819,1,2018,2,5,340,0
1611,Kidou Senkan Nadesico,7.51,100,47373,2,1996,2,5,340,0
1612,Koi wa Ameagari no You ni,7.51,100,244156,2,2018,2,5,340,0
1613,Kyoukaisenjou no Horizon II,7.51,100,76340,2,2012,2,5,340,0
1614,Major 2nd (TV) 2nd Season,7.51,100,17296,2,2020,2,5,340,0
1616,Air Gear,7.5,100,320511,2,2006,2,5,340,0
1617,Another,7.5,100,1428826,2,2012,2,5,340,0
1618,Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,7.5,1,202733,0,2008,2,5,340,0
1622,Detective Conan Magic File 4: Osaka Okonomiyaki Odyssey,7.5,1,10481,1,2010,2,5,340,0
1623,Donten ni Warau,7.5,100,114010,2,2014,2,5,340,0
1625,Gochuumon wa Usagi Desu ka?,7.5,100,207736,2,2014,2,5,340,0
1626,Hanbun no Tsuki ga Noboru Sora,7.5,100,93066,2,2006,2,5,340,0
1628,High School DxD New,7.5,100,790163,2,2013,2,5,340,0
1629,Kaleido Star: Aratanaru Tsubasa - Extra Stage,7.5,1,13139,1,2004,2,5,340,0
1630,Koukaku Kidoutai Arise: Ghost in the Shell - Border:2 Ghost Whispers,7.5,1,46259,0,2013,2,5,340,0
1631,"Kumo no Mukou, Yakusoku no Basho",7.5,1,193771,0,2004,2,5,340,0
1632,Ling Qi 2,7.5,100,38093,2,2018,2,5,340,0
1633,Little Busters!,7.5,100,263605,2,2012,2,5,340,0
1634,Madang-eul Naon Amtalg,7.5,1,3569,0,2011,2,5,340,0
1635,Minami-ke Betsubara,7.5,1,27954,1,2009,2,5,340,0
1636,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,7.5,100,516242,2,2013,2,5,340,0
1637,Ningen Shikkaku: Director's Cut-ban,7.5,1,9486,0,2009,2,5,340,0
1638,Ouritsu Uchuugun: Honneamise no Tsubasa,7.5,1,38144,0,1987,2,5,340,0
1640,Precure All Stars Movie DX3: Mirai ni Todoke! Sekai wo Tsunagu☆Nijiiro no Hana,7.5,1,5198,0,2011,2,5,340,0
1643,Sora no Otoshimono: Forte,7.5,100,265460,2,2010,2,5,340,0
1645,Tonari no Kaibutsu-kun,7.5,100,909625,2,2012,2,5,340,0
1648,Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,7.5,100,131451,2,2013,2,5,340,0
1649,Zipang,7.5,100,18659,2,2004,2,5,340,0
1651,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,7.49,100,340529,2,2020,2,5,340,0
1652,Owari no Seraph,7.49,100,1097705,2,2015,2,5,340,0
1654,Saint☆Oniisan,7.49,100,84349,1,2012,2,5,340,0
1656,"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",7.49,100,280943,2,2021,2,5,340,0
1657,Shinryaku!? Ika Musume,7.49,100,86720,2,2011,2,5,340,0
1658,Shokugeki no Souma: Ni no Sara OVA,7.49,100,141204,1,2017,2,5,340,0
1659,Tanoshii Muumin Ikka Bouken Nikki,7.49,100,5518,2,1991,2,5,340,0
1660,Waga Seishun no Arcadia,7.49,1,8950,0,1982,2,5,340,0
1661,Yawara!,7.49,500,17196,2,1989,2,5,340,0
1662,Yozakura Quartet: Tsuki ni Naku,7.49,100,26513,1,2013,2,5,340,0
1663,Acchi Kocchi,7.49,100,283515,2,2012,2,5,340,0
1664,Amagi Brilliant Park,7.49,100,569044,2,2014,2,5,340,0
1666,Bobobo-bo Bo-bobo,7.49,100,81677,2,2003,2,5,340,0
1667,Cider no You ni Kotoba ga Wakiagaru,7.49,1,125582,0,2021,2,5,340,0
1668,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,7.49,1,122293,0,2013,2,5,340,0
1669,Detective Conan OVA 04: Conan and Kid and Crystal Mother,7.49,1,15838,1,2004,2,5,340,0
1670,"Haikara-san ga Tooru Movie 1: Benio, Hana no 17-sai",7.49,1,20544,0,2017,2,5,340,0
1671,Hellsing,7.49,100,618669,2,2001,2,5,340,0
1672,Heppoko Jikken Animation Excel♥Saga,7.49,100,98845,2,1999,2,5,340,0
1674,Hitoribocchi no Marumaru Seikatsu,7.49,100,181947,2,2019,2,5,340,0
1675,Ishuzoku Reviewers,7.49,100,390309,2,2020,2,5,340,0
1677,Kara no Kyoukai 6: Boukyaku Rokuon,7.49,1,169857,0,2008,2,5,340,0
1678,Lady Lady!!,7.49,100,5607,2,1987,2,5,340,0
1679,Aikatsu! Movie,7.48,1,6876,0,2014,2,5,340,0
1680,Akame ga Kill!,7.48,100,1737883,2,2014,2,5,340,0
1681,Angel Densetsu,7.48,100,31933,1,1996,2,5,340,0
1682,Ani ni Tsukeru Kusuri wa Nai!,7.48,100,77313,2,2017,2,5,340,0
1684,Doraemon Movie 26: Nobita no Kyouryuu 2006,7.48,1,10984,0,2006,2,5,340,0
1685,Fairy Tail OVA,7.48,100,154110,1,2011,2,5,340,0
1690,Itsudatte Bokura no Koi wa 10 cm Datta.,7.48,100,183329,2,2017,2,5,340,0
1691,Joshiraku,7.48,100,145928,2,2012,2,5,340,0
1692,"One Piece Movie 9: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura",7.48,1,54495,0,2008,2,5,340,0
1693,Psycho-Pass 3,7.48,100,218577,2,2019,2,5,340,0
1694,Psycho-Pass: Sinners of the System Case.2 - First Guardian,7.48,1,71553,0,2019,2,5,340,0
1695,Rakudai Kishi no Cavalry,7.48,100,781503,2,2015,2,5,340,0
1696,Shakugan no Shana,7.48,100,493937,2,2005,2,5,340,0
1697,Shinryaku!! Ika Musume,7.48,100,24270,1,2012,2,5,340,0
1699,Tales of Symphonia The Animation: Tethe'alla-hen,7.48,100,29873,1,2010,2,5,340,0
1700,Tensei shitara Slime Datta Ken OVA,7.48,100,174776,1,2019,2,5,340,0
1701,Yozakura Quartet: Hana no Uta,7.48,100,113599,2,2013,2,5,340,0
1702,Mirai Nikki (TV),7.47,100,1757836,2,2011,2,5,340,0
1704,Oushitsu Kyoushi Heine,7.47,100,121720,2,2017,2,5,340,0
1705,Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow - Manner Movie,7.47,1,39857,0,2018,2,5,340,0
1706,Saki,7.47,100,85210,2,2009,2,5,340,0
1707,Shigofumi,7.47,100,83602,2,2008,2,5,340,0
1708,Sugar Sugar Rune,7.47,100,34829,2,2005,2,5,340,0
1709,Suisei no Gargantia,7.47,100,304372,2,2013,2,5,340,0
1711,Tennis no Ouji-sama: Atobe kara no Okurimono - Kimi ni Sasageru Tennis Prince Matsuri,7.47,1,14153,0,2005,2,5,340,0
1713,To LOVE-Ru Darkness 2nd,7.47,100,224261,2,2015,2,5,340,0
1714,Tokyo Ravens,7.47,100,430027,2,2013,2,5,340,0
1715,Tsugu Tsugumomo,7.47,100,79222,2,2020,2,5,340,0
1716,Yu☆Gi☆Oh! The Dark Side of Dimensions,7.47,1,63131,0,2016,2,5,340,0
1717,Zero no Tsukaima F,7.47,100,369922,2,2012,2,5,340,0
1719,Ajin Part 1: Shoudou,7.47,1,41403,0,2015,2,5,340,0
1721,Be-Bop Highschool,7.47,100,6110,1,1990,2,5,340,0
1722,Bishoujo Senshi Sailor Moon Eternal Movie 1,7.47,1,19845,0,2021,2,5,340,0
1723,Bokutachi no Remake,7.47,100,232809,2,2021,2,5,340,0
1724,Carnival Phantasm EX Season,7.47,1,43393,1,2011,2,5,340,0
1725,Chouyaku Hyakuninisshu: Uta Koi.,7.47,100,26549,2,2012,2,5,340,0
1727,Digimon Adventure tri. 2: Ketsui,7.47,1,73378,0,2016,2,5,340,0
1728,Gabriel DropOut,7.47,100,396601,2,2017,2,5,340,0
1729,Haiyore! Nyaruko-san F,7.47,1,51589,1,2015,2,5,340,0
1732,Hokuto no Ken Zero: Kenshirou Den,7.47,1,9754,0,2008,2,5,340,0
1733,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen OVA,7.47,1,28074,1,2020,2,5,340,0
1738,Marmalade Boy,7.47,100,47813,2,1994,2,5,340,0
1739,Aishiteruze Baby★★,7.46,100,95076,2,2004,2,5,340,0
1740,Bai She: Yuan Qi,7.46,1,5802,0,2019,2,5,340,0
1741,Boku no Hero Academia 5th Season,7.46,100,804023,2,2021,2,5,340,0
1743,Days: Touin Gakuen-sen!,7.46,100,21120,1,2018,2,5,340,0
1744,Doraemon Movie 40: Nobita no Shin Kyouryuu,7.46,1,2660,0,2020,2,5,340,0
1747,Grappler Baki: Saidai Tournament-hen,7.46,100,58344,2,2001,2,5,340,0
1748,Hime-chan no Ribbon,7.46,100,7760,2,1992,2,5,340,0
1749,Hokuto no Ken: Raoh Gaiden Junai-hen,7.46,1,10258,0,2006,2,5,340,0
1751,Idoly Pride,7.46,100,47566,2,2021,2,5,340,0
1752,Itazura na Kiss,7.46,100,253633,2,2008,2,5,340,0
1754,K,7.46,100,676645,2,2012,2,5,340,0
1755,Kamikaze Kaitou Jeanne,7.46,100,50037,2,1999,2,5,340,0
1756,Kishuku Gakkou no Juliet,7.46,100,289062,2,2018,2,5,340,0
1758,"Kore wa Zombie Desu ka? of the Dead: Hai, Minotake ni Attemasu",7.46,1,98238,1,2012,2,5,340,0
1759,Koukaku Kidoutai: Shin Movie,7.46,1,42812,0,2015,2,5,340,0
1760,Magic Knight Rayearth,7.46,100,58393,2,1994,2,5,340,0
1761,Mahouka Koukou no Rettousei,7.46,100,897406,2,2014,2,5,340,0
1762,Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo,7.46,1,158847,0,2017,2,5,340,0
1763,Mardock Scramble: The First Compression,7.46,1,66911,0,2010,2,5,340,0
1764,Miira no Kaikata,7.46,100,110736,2,2018,2,5,340,0
1765,"Momoko, Kaeru no Uta ga Kikoeru yo.",7.46,1,3529,0,2003,2,5,340,0
1766,Mugen no Ryvius,7.46,100,39407,2,1999,2,5,340,0
1767,Nodame Cantabile OVA,7.46,1,26058,1,2009,2,5,340,0
1770,Salaryman Kintarou,7.46,100,8537,2,2001,2,5,340,0
1771,Samurai 7,7.46,100,119131,2,2004,2,5,340,0
1772,Shokugeki no Souma: San no Sara - Kyokuseiryou no Erina,7.46,1,68204,1,2018,2,5,340,0
1773,Shonan Junai Gumi!,7.46,100,39071,1,1994,2,5,340,0
1774,Taiho Shichau zo,7.46,100,20271,1,1994,2,5,340,0
1776,Tennis no Ouji-sama Movie 2: Eikokushiki Teikyuu Shiro Kessen!,7.46,1,10004,0,2011,2,5,340,0
1777,Tenshi na Konamaiki,7.46,100,24598,2,2002,2,5,340,0
1778,To LOVE-Ru Darkness,7.46,100,324195,2,2012,2,5,340,0
1779,Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato Desu kara,7.46,1,61763,1,2010,2,5,340,0
1780,Toaru Majutsu no Index Movie: Endymion no Kiseki,7.46,1,116394,0,2013,2,5,340,0
1782,Toradora! Recap,7.46,1,58256,1,2009,2,5,340,0
1783,Toshokan Sensou,7.46,100,66545,2,2008,2,5,340,0
1784,Yowamushi Pedal: Spare Bike,7.46,1,10601,0,2016,2,5,340,0
1785,Yu☆Gi☆Oh! Duel Monsters,7.46,500,338302,2,2000,2,5,340,0
1786,Naruto: Shippuuden Movie 5 - Blood Prison,7.45,1,197264,0,2011,2,5,340,0
1787,Neon Genesis Evangelion: Death & Rebirth,7.45,1,217864,0,1997,2,5,340,0
1788,Otome Youkai Zakuro,7.45,100,110636,2,2010,2,5,340,0
1789,Sekaiichi Hatsukoi: Propose-hen,7.45,1,20449,0,2020,2,5,340,0
1790,Senki Zesshou Symphogear G,7.45,100,53122,2,2013,2,5,340,0
1791,Senyuu. 2,7.45,100,53511,2,2013,2,5,340,0
1792,SSSS.Dynazenon,7.45,100,97589,2,2021,2,5,340,0
1793,Sword Art Online: Alicization - War of Underworld 2nd Season,7.45,100,451734,2,2020,2,5,340,0
1794,Tales of Symphonia The Animation: Sekai Tougou-hen,7.45,100,22527,1,2011,2,5,340,0
1795,Towa no Quon 3: Mugen no Renza,7.45,1,33857,0,2011,2,5,340,0
1796,Uchuu no Kishi Tekkaman Blade,7.45,100,14340,2,1992,2,5,340,0
1797,Urusei Yatsura Movie 5: Kanketsu-hen,7.45,1,5893,0,1988,2,5,340,0
1798,Wangan Midnight,7.45,100,32250,2,2007,2,5,340,0
1801,Ano Natsu de Matteru,7.45,100,342766,2,2012,2,5,340,0
1802,Chio-chan no Tsuugakuro,7.45,100,101464,2,2018,2,5,340,0
1804,Darker than Black: Ryuusei no Gemini,7.45,100,378773,2,2009,2,5,340,0
1805,Detective Conan Movie 11: Jolly Roger in the Deep Azure,7.45,1,38139,0,2007,2,5,340,0
1806,Digimon Adventure tri. 1: Saikai,7.45,1,105330,0,2015,2,5,340,0
1807,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,7.45,100,433719,2,2020,2,5,340,0
1808,Genshiken Nidaime,7.45,100,47689,2,2013,2,5,340,0
1810,Gokudou-kun Manyuuki,7.45,100,13652,2,1999,2,5,340,0
1811,Grappler Baki (TV),7.45,100,96065,2,2001,2,5,340,0
1812,Guilty Crown,7.45,100,1078680,2,2011,2,5,340,0
1813,Hakuouki Reimeiroku,7.45,100,52870,2,2012,2,5,340,0
1814,Hidamari Sketch,7.45,100,70349,2,2007,2,5,340,0
1815,Hoozuki no Reitetsu 2nd Season OVA,7.45,100,4459,1,2019,2,5,340,0
1818,Koukaku Kidoutai Arise: Ghost in the Shell - Border:1 Ghost Pain,7.45,1,57052,0,2013,2,5,340,0
1819,"Kumo Desu ga, Nani ka?",7.45,100,299088,2,2021,2,5,340,0
1820,Mahou Shoujo Lyrical Nanoha: Reflection,7.45,1,12148,0,2017,2,5,340,0
1822,Bleach Movie 1: Memories of Nobody,7.44,1,242042,0,2006,2,5,340,0
1823,Boruto: Naruto the Movie,7.44,1,392966,0,2015,2,5,340,0
1824,Brave Story,7.44,1,39517,0,2006,2,5,340,0
1825,City Hunter Movie: Shinjuku Private Eyes,7.44,1,9466,0,2019,2,5,340,0
1826,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Movie: Orion no Ya,7.44,1,172972,0,2019,2,5,340,0
1827,Future GPX Cyber Formula Sin,7.44,100,2179,1,1998,2,5,340,0
1828,Gallery Fake,7.44,100,12742,2,2005,2,5,340,0
1829,Hal,7.44,1,127058,0,2013,2,5,340,0
1830,"Ijiranaide, Nagatoro-san",7.44,100,568043,2,2021,2,5,340,0
1832,Kingsglaive: Final Fantasy XV,7.44,1,53003,0,2016,2,5,340,0
1833,Kiniro no Corda: Primo Passo,7.44,100,91388,2,2006,2,5,340,0
1834,Koukaku Kidoutai Arise: Ghost in the Shell - Border:4 Ghost Stands Alone,7.44,1,36802,0,2014,2,5,340,0
1835,Kyou kara Maou! R,7.44,100,21941,1,2007,2,5,340,0
1836,Omoide Poroporo,7.44,1,114237,0,1991,2,5,340,0
1837,One Punch Man 2nd Season,7.44,100,1307148,2,2019,2,5,340,0
1838,Orange: Mirai,7.44,1,113004,0,2016,2,5,340,0
1839,Oshi ga Budoukan Ittekuretara Shinu,7.44,100,34500,2,2020,2,5,340,0
1840,Paniponi Dash!,7.44,100,56763,2,2005,2,5,340,0
1841,PriPara,7.44,500,18416,2,2014,2,5,340,0
1842,Shinreigari,7.44,100,132213,2,2007,2,5,340,0
1843,Simoun,7.44,100,38481,2,2006,2,5,340,0
1844,Soredemo Machi wa Mawatteiru,7.44,100,55022,2,2010,2,5,340,0
1845,Sukitte Ii na yo.,7.44,100,565313,2,2012,2,5,340,0
1846,Super Cub,7.44,100,83475,2,2021,2,5,340,0
1847,Tetsuwan Birdy Decode,7.44,100,86772,2,2008,2,5,340,0
1848,Top wo Nerae! & Top wo Nerae 2! Gattai Movie!!,7.44,100,12026,0,2006,2,5,340,0
1850,Uchuu Senkan Yamato 2,7.44,100,7313,2,1978,2,5,340,0
1852,Zero no Tsukaima: Futatsuki no Kishi,7.44,100,453257,2,2007,2,5,340,0
1853,Mobile Suit Gundam Wing: Operation Meteor,7.43,100,10208,1,1996,2,5,340,0
1854,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,7.43,100,191463,2,2015,2,5,340,0
1857,Senki Zesshou Symphogear GX,7.43,100,41427,2,2015,2,5,340,0
1858,Shingeki no Bahamut: Virgin Soul,7.43,100,211073,2,2017,2,5,340,0
1859,Shinryaku! Ika Musume,7.43,100,176073,2,2010,2,5,340,0
1861,Tenchi Muyou!,7.43,100,68573,2,1995,2,5,340,0
1862,Tiger & Bunny Movie 1: The Beginning,7.43,1,22054,0,2012,2,5,340,0
1863,WWW.Working!!,7.43,100,139146,2,2016,2,5,340,0
1864,Yamada-kun to 7-nin no Majo: Mou Hitotsu no Suzaku-sai,7.43,100,84659,1,2014,2,5,340,0
1865,Ajin,7.43,100,512110,2,2016,2,5,340,0
1867,Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,7.43,1,214524,0,2007,2,5,340,0
1868,Chou Denji Machine Voltes V,7.43,100,6642,2,1977,2,5,340,0
1870,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,7.43,100,271417,2,2016,2,5,340,0
1871,Detective Conan Magic File 3: Shinichi and Ran - Memories of Mahjong Tiles and Tanabata,7.43,1,11293,1,2009,2,5,340,0
1872,Goblin Slayer,7.43,100,883940,2,2018,2,5,340,0
1873,High School DxD BorN,7.43,100,687091,2,2015,2,5,340,0
1874,High School DxD BorN: Yomigaeranai Fushichou,7.43,1,112563,1,2015,2,5,340,0
1875,Ikoku Meiro no Croisée The Animation,7.43,100,54361,2,2011,2,5,340,0
1876,K: Seven Stories Movie 4 - Lost Small World - Ori no Mukou ni,7.43,1,17364,0,2018,2,5,340,0
1877,Kemono Jihen,7.43,100,278934,2,2021,2,5,340,0
1879,Level E,7.43,100,86965,2,2011,2,5,340,0
1880,Love Stage!!: Chotto ja Nakutte,7.43,1,56326,1,2014,2,5,340,0
1881,Lupin III: Part 6,7.43,100,14397,2,2021,2,5,340,0
1882,Mahou Sensei Negima!: Shiroki Tsubasa Ala Alba,7.43,100,29037,1,2008,2,5,340,0
1883,Mai-HiME,7.43,100,106585,2,2004,2,5,340,0
1884,Major 2nd (TV),7.43,100,29059,2,2018,2,5,340,0
1885,Mardock Scramble: The Third Exhaust,7.43,1,32798,0,2012,2,5,340,0
1886,Aoki Hagane no Arpeggio: Ars Nova Movie 1 - DC,7.42,1,24211,0,2015,2,5,340,0
1887,Aura: Maryuuin Kouga Saigo no Tatakai,7.42,1,76913,0,2013,2,5,340,0
1888,Ayakashi: Japanese Classic Horror,7.42,100,63968,2,2006,2,5,340,0
1890,Dakaretai Otoko 1-i ni Odosarete Imasu.,7.42,100,120860,2,2018,2,5,340,0
1891,Doraemon Movie 33: Nobita no Himitsu Dougu Museum,7.42,1,5130,0,2013,2,5,340,0
1892,Freedom,7.42,100,21838,1,2006,2,5,340,0
1893,Fukigen na Mononokean,7.42,100,112804,2,2016,2,5,340,0
1894,Gantz:O,7.42,1,83637,0,2016,2,5,340,0
1895,Haha wo Tazunete Sanzenri,7.42,100,8861,2,1976,2,5,340,0
1896,Hakuouki OVA,7.42,100,12785,1,2011,2,5,340,0
1897,Higurashi no Naku Koro ni Rei,7.42,100,174612,1,2009,2,5,340,0
1898,Inu x Boku SS,7.42,100,451319,2,2012,2,5,340,0
1899,Keroro Gunsou Movie 3: Tenkuu Daikessen de Arimasu!,7.42,1,4684,0,2008,2,5,340,0
1900,Lady Jewelpet,7.42,100,9285,2,2014,2,5,340,0
1902,Mahou Shoujo Lyrical Nanoha,7.42,100,94339,2,2004,2,5,340,0
1903,Mahoutsukai Precure! Movie: Kiseki no Henshin! Cure Mofurun!,7.42,1,2881,0,2016,2,5,340,0
1904,Medaka Box Abnormal,7.42,100,127983,2,2012,2,5,340,0
1906,Mitsuboshi Colors,7.42,100,86538,2,2018,2,5,340,0
1907,Naruto: Shippuuden Movie 4 - The Lost Tower,7.42,1,208919,0,2010,2,5,340,0
1908,Oda Nobuna no Yabou,7.42,100,265664,2,2012,2,5,340,0
1910,Puchi Pri*Yucie,7.42,100,13162,2,2002,2,5,340,0
